MikaelaB,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
SJang,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
AngelaYKim,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
Matthewdu2020,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
yohannes,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_3""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_1"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
tamakloe,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
Rebecca_Rousseau,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
rfathy,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_2"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
bnerger,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
datang,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_1"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
cksnowden,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
DavidMazumder,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_0"", ""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_1"", ""choice_2"", ""choice_3""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
Yuzki,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_4""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1"", ""choice_3""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1"", ""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}}"
nveliz,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_2""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_2"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_4"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_4""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
nmelnick,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_0"", ""choice_1"", ""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
jjanbieh,"{""attempts"": 1, ""seed"": 1, ""done"": true, ""student_answers"": {""1154587fbd794d988508208790d1f651_3_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_10_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_11_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_12_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_4_1"": [""choice_0"", ""choice_1"", ""choice_2""], ""1154587fbd794d988508208790d1f651_8_1"": ""choice_2"", ""1154587fbd794d988508208790d1f651_6_1"": [""choice_3"", ""choice_4""], ""1154587fbd794d988508208790d1f651_5_1"": ""choice_1"", ""1154587fbd794d988508208790d1f651_14_1"": ""choice_0"", ""1154587fbd794d988508208790d1f651_9_1"": [""choice_1""], ""1154587fbd794d988508208790d1f651_7_1"": [""choice_0"", ""choice_1""], ""1154587fbd794d988508208790d1f651_13_1"": ""choice_3"", ""1154587fbd794d988508208790d1f651_2_1"": ""choice_0""}"
